관리청명,적설취약구간명,시점 위도,시점 경도,종점 위도,종점 경도,도로분류명,도로취약유형명,총도로길이_km
제주특별자치도 제주시,마을안길,33.4276494,126.4233746,33.4276494,126.4233746,지방도,기타,0.1
제주특별자치도 제주시,마을안길,33.4938079,126.450113,33.4938079,126.450113,지방도,기타,1
제주특별자치도 제주시,이면도로,33.4934708,126.4599119,33.4934708,126.4599119,지방도,기타,1
전북특별자치도 정읍시 도시안전국 건설과,국지도49호선,35.5325283,126.9080848,35.5447392,126.903143,지방도,고갯길,2.3
부산광역시 부산진구,진남로 552(동의의료원 사거리 ~ 진남로 477(양정메트로하이츠),35.1671,129.06945,35.1671,129.06945,지방도,고갯길,0.7
경상남도 도로관리사업소 도로보수과,지방도 1022호선,35.4080952,128.8795505,35.4014919,128.8844525,지방도,고갯길,4
경상남도 밀양시,구.국도,35.585717,128.9652785,35.608978,129.0199484,농어촌도로,고갯길,8
경상남도 의령군 안전건설국 건설과,국지60호선,35.4338617,128.3753846,35.4347729,128.374388,지방도,고갯길,2.4
충청북도 괴산군,농어촌도로204호선,36.7487749,127.7032859,36.7515342,127.713123,농어촌도로,고갯길,3.3
경상남도 진주시,시도6호,35.1120589,128.16792,35.11799,128.155368,시도,기타,1.5
충청남도 서산시,구룡고개,36.8163199,126.6029768,36.8169025,126.6032192,지방도,고갯길,1
제주특별자치도 제주시,마을안길,33.4168997,126.3803836,33.418279,126.3753603,지방도,기타,1
제주특별자치도 제주시,이면도로,33.4915881,126.462028,33.4915881,126.462028,지방도,기타,1
부산광역시 서구,감천로,35.0793302,129.0183585,35.082067,129.0115175,지방도,고갯길,1.1
경상남도 도로관리사업소 진주지소,지방도1024호선(남서대로),34.8046263,127.8389232,34.8067891,127.8398394,지방도,고갯길,0.2
국토교통부 대전지방국토관리청 예산국토관리사무소,한티고개,36.6812015,126.5805907,36.6673511,126.5906872,일반국도,고갯길,2
서울특별시 성북구,장위로,37.6136641,127.0393342,37.6126044,127.03968,구도,고갯길,0.11
서울특별시 성북구,보국문로,37.6166207,127.005459,37.6174885,127.0056035,구도,고갯길,0.21
서울특별시 성북구,보국문로,37.6100177,127.0102168,37.6100138,127.0097903,구도,고갯길,0.67
인천광역시 연수구,경원대로,37.4214217,126.6973996,37.4262624,126.6987763,시도,지하차도,0.8
충청북도 괴산군,군도10호선,36.9183255,127.8249594,36.9210156,127.8377666,군도,기타,1.5
제주특별자치도 제주시,마을안길,33.4938079,126.450113,33.4938079,126.450113,지방도,기타,1
경기도 여주시,시도,37.3064562,127.7395193,37.3116161,127.7424077,지방도,고갯길,2
경상북도 문경시,여우목로,36.7931,128.1799,36.7893953,128.2624809,지방도,고갯길,9.1
경상남도 통영시,중로1-2호선,34.8520411,128.4314567,34.8544056,128.4356513,시도,기타,0.5
경상남도 남해군,군도2호선,34.9264877,127.8825878,34.9256419,127.8929296,군도,고갯길,1
충청남도 서산시,화곡고개,36.9916782,126.4362019,36.9890263,126.4257128,지방도,고갯길,2
경상남도 도로관리사업소 진주지소,지방도1024호선(삼이로),34.822521,127.9875465,34.8230271,127.9897129,지방도,고갯길,0.3
인천광역시 연수구,청능로,37.4180988,126.6682585,37.4184751,126.6668005,시도,램프,0.6
제주특별자치도 제주시,이면도로,33.4866777,126.4220274,33.4866777,126.4220274,지방도,기타,1
경상북도 포항시 남구,서원재(인덕초등~매립장입구),35.9847343,129.3908863,35.9848484,129.4010758,시도,고갯길,1.2
경상남도 사천시,8호선,34.987964,127.9511269,34.9881028,127.9512323,시도,고갯길,0.4
국토교통부 서울지방국토관리청 의정부국토관리사무소 도로안전운영과,47호선,37.8477719,127.2806568,37.847804,127.2806298,일반국도,기타,1.5
인천광역시 남동구,아암대로,37.3826923,126.7209418,37.3831872,126.7105928,구도,고가도로,1.1
서울특별시 성북구,서경로,37.6157652,127.0110604,37.6140169,127.0107846,구도,고갯길,0.27
서울특별시 성북구,정릉로,37.6121849,126.9988636,37.6107309,126.9991892,구도,고갯길,0.85
서울특별시 성북구,정릉로,37.6050349,126.9981033,37.6024659,126.9980048,구도,고갯길,0.41
제주특별자치도 제주시,이면도로,33.4866777,126.4220274,33.4866777,126.4220274,지방도,기타,1
제주특별자치도 제주시,마을안길,33.3928217,126.3832884,33.3928217,126.3832884,지방도,기타,1
제주특별자치도 제주시,이면도로,33.4861913,126.4263926,33.4861913,126.4263926,지방도,기타,1
인천광역시 미추홀구,수봉로,37.4660308,126.6563373,37.4591207,126.6693646,구도,급경사,1.8
경기도 고양시 도로건설사업소 도로관리과,보광로,37.7456,126.912795,37.740289,126.912967,지방도,고갯길,2
인천광역시 남동구,남동대로,37.4332264,126.7078556,37.4214344,126.7094359,특별시도·광역시도,고가도로,1.6
경기도 고양시 도로건설사업소 도로관리과,노고산고개,37.691557,126.96431,37.684468,126.961424,시도,고갯길,1
서울특별시 성북구,동소문로,37.5989685,127.0224474,37.6015358,127.0236138,구도,고갯길,0.26
대구공공시설관리공단,봉무지하차도,35.9172509,128.6409133,35.9275455,128.6410862,특별시도·광역시도,지하차도,1
제주특별자치도 제주시,마을안길,33.4622378,126.329056,33.4622378,126.329056,지방도,기타,1
전라남도 곡성군 안전건설과,840,35.2118291,127.2796605,35.1511634,127.3194679,지방도,고갯길,10
경상남도 김해시,중로3-68호선,35.2467584,128.8628779,35.2486902,128.8683637,시도,급경사,0.2
인천광역시 미추홀구,석정로,37.4671002,126.6461201,37.470624,126.6492531,시도,급경사,0.2
서울특별시 성북구,북악산로,37.6006723,127.0108039,37.6005379,127.011256,구도,고갯길,0.75
경기도 고양시 도로건설사업소 도로관리과,호국로,37.67363,126.86736,37.668903,126.849442,지방도,고갯길,2
경기도 고양시 도로건설사업소 도로관리과,혜음로,37.72536,126.89276,37.720244,126.898272,일반국도,고갯길,1
부산광역시 기장군,고무로(군도14호선),35.3479479,129.2591543,35.3412089,129.2700511,군도,급경사,1.4
서울특별시 성북구,화랑로,37.605485,127.0511717,37.605175,127.0517102,구도,고갯길,0.45
서울특별시 중구,퇴계로8길,37.555294,126.981396,37.557499,126.979457,구도,고갯길,0.5
경상북도 문경시,작천길,36.6569007,128.0418672,36.6335397,128.0522103,지방도,고갯길,3.5
제주특별자치도 제주시,마을안길,33.5227929,126.8579414,33.52227,126.8627177,지방도,기타,1
제주특별자치도 제주시,마을안길,33.5157971,126.8640326,33.5156826,126.859523,지방도,기타,1
경상남도 김해시,시도5호선,35.3493022,128.8092638,35.3589215,128.8114585,시도,급경사,1
서울특별시 중구,동호로11라길,37.551991,127.004578,37.550477,127.006214,구도,고갯길,0.7
서울특별시 중구,필동로8길,37.5551147,126.995255,37.5560886,126.9936722,구도,고갯길,0.2
서울특별시 중구,필동로8길,37.5571747,126.9788298,37.5565449,126.9795733,구도,고갯길,1.6
서울특별시 중구,동호로15길,37.5551471,127.00849,37.5550635,127.0079518,구도,고갯길,0.42
경상남도 김해시,소로1-199호선,35.2360919,128.8515911,35.2484965,128.8652819,시도,급경사,0.5
서울특별시 성동구,한림말3길,37.5413928,127.0165379,37.5439865,127.0154903,구도,급경사,0.3
전북특별자치도 정읍시 도시안전국 건설과,국도30호선,35.5964604,127.0045283,35.5803469,127.0144793,위임국도,고갯길,2.7
전북특별자치도 정읍시 도시안전국 건설과,군도27호선,35.4848171,126.7826325,35.4693424,126.7888564,군도,고갯길,2.2
서울특별시 성동구,제2마장교,37.5685703,127.0466193,37.5685703,127.0466193,시도,교량,0.1
서울특별시 성동구,삼성리버젠 아파트,37.5452849,127.0154342,37.5446472,127.0162385,구도,급경사,0.2
서울특별시 성동구,행당로(논골사거리~행당역),37.5556213,127.0249652,37.556934,127.028696,시도,급경사,0.4
서울특별시 성동구,가람교,37.5517768,127.0542634,37.5517768,127.0542634,구도,교량,0.1
서울특별시 성동구,마장지하차도,37.565876,127.0379455,37.565876,127.0379455,시도,지하차도,0.1
서울특별시 성동구,사근동길,37.5615256,127.0489602,37.5600357,127.0411132,구도,급경사,0.8
서울특별시 성동구,마조로,37.565324,127.0416567,37.5600357,127.0411132,시도,급경사,0.6
서울특별시 성동구,대경상고 입구(5번버스길),37.5562234,127.0177134,37.5567638,127.0196491,구도,급경사,0.4
서울특별시 성북구,종암로,37.6000733,127.0312238,37.6008413,127.0329502,구도,고갯길,0.18
서울특별시 성동구,사근동길,37.5605903,127.0428316,37.5609602,127.0457247,구도,급경사,0.23
서울특별시 성동구,금호산길(중앙병원길),37.5544681,127.0197732,37.5484176,127.0195016,구도,급경사,0.7
서울특별시 성동구,성동교 북단,37.5538567,127.0437483,37.5537109,127.0421658,구도,급경사,0.4
서울특별시 강북구,오패산터널 상단 회차도로,37.6349384,127.0286171,37.6348956,127.0280739,구도,고갯길,0.22
서울특별시 성동구,풍림아이원,37.5603625,127.0271519,37.5596253,127.024032,구도,급경사,1
전라남도 신안군,리도 212번,34.9048566,126.3013909,34.9112824,126.3011555,농어촌도로,급경사,1.53
서울특별시 광진구,영화사로,37.5545704,127.0945747,37.5547828,127.0960771,구도,고갯길,0.15
서울특별시 성동구,한진그랑빌,37.5620812,127.0253126,37.5645618,127.0281367,구도,급경사,0.4
서울특별시 성북구,성북로,37.5959862,127.0131555,37.5966999,127.0138439,구도,고갯길,0.06
서울특별시 성북구,길음로,37.614467,127.0165488,37.6130164,127.0170436,구도,고갯길,0.2
서울특별시 광진구,능동로 120,37.5391641,127.0746939,37.5391641,127.0746939,시도,기타,0.3
서울특별시 광진구,뚝섬로59길,37.5324784,127.0839639,37.532038,127.0841051,구도,고갯길,0.1
서울특별시 광진구,"""아차산로78길 12(워커힐푸르지오 앞)",37.550322,127.108778,37.549965,127.10954,구도,고갯길,0.07
서울특별시 광진구,"""아차산로78길 90(광진정보도서관 옆)",37.551286,127.109802,37.550771,127.110738,구도,고갯길,0.1
서울특별시 광진구,동일로42길,37.553088,127.0704475,37.5527917,127.070587,구도,고갯길,0.04
서울특별시 광진구,자양로13다길,37.5333002,127.0772556,37.5333896,127.077164,구도,고갯길,0.1
전라남도 신안군,리도 203번,34.8582326,126.2644405,34.8501919,126.2464102,농어촌도로,급경사,4.3
서울특별시 광진구,용마산로32길,37.5694488,127.0863187,37.5694558,127.0883902,구도,고갯길,0.2
서울특별시 성동구,행당로8길,37.5564562,127.0332628,37.5560596,127.0340205,구도,급경사,0.08
서울특별시 광진구,"""아차산로78가길 17(현대리버빌 양옆 도로)",37.548404,127.109282,37.549663,127.109955,구도,고갯길,0
서울특별시 광진구,용마산로34길,37.5703325,127.0864098,37.5702117,127.0882678,구도,고갯길,0.2
서울특별시 광진구,영화사로 16길,37.5543954,127.0949117,37.5535024,127.0971408,구도,고갯길,0.4
서울특별시 광진구,자양로48길,37.5515997,127.092252,37.5522912,127.0954691,구도,고갯길,0.35
서울특별시 광진구,천호대로 137길,37.5494325,127.0928215,37.5518134,127.0930869,구도,고갯길,0.4
서울특별시 광진구,자양로44길,37.5507938,127.0917411,37.5523986,127.0953772,구도,고갯길,0.8
서울특별시 광진구,아차산로78길 110(마을버스01번 차고지),37.550403,127.109732,37.550386,127.110572,구도,고갯길,0.07
서울특별시 성북구,북악산로,37.6002912,127.016663,37.6012571,127.0171566,구도,고갯길,0.17
서울특별시 성북구,정릉로,37.6071877,127.0023031,37.606435,127.0011396,구도,고갯길,0.2
경상남도 의령군 안전건설국 건설과,지방도 1041호선,35.419885,128.3034852,35.4116894,128.2943201,지방도,고갯길,1.8
서울특별시 광진구,아차산로,37.555304,127.1124409,37.5584141,127.1137827,시도,고갯길,2
서울특별시 광진구,천호대로,37.5469792,127.099562,37.5482415,127.0961291,시도,기타,1
서울특별시 광진구,아차산로 청구아파트 앞,37.543335,127.096429,37.541692,127.097323,구도,고갯길,0.2
서울특별시 성북구,정릉로,37.6021416,127.0286494,37.6036473,127.0297028,구도,고갯길,0.25
서울특별시 광진구,용마산로30길,37.568143,127.0864139,37.5687012,127.0886937,구도,고갯길,0.3
서울특별시 성북구,아리랑로,37.5992792,127.0142548,37.6002454,127.0147278,구도,고갯길,0.15
서울특별시 광진구,능동로55길,37.5679614,127.0839144,37.5681766,127.0849306,구도,고갯길,0.1
서울특별시 광진구,용마산로28길,37.5680705,127.0863582,37.5673469,127.0895026,구도,고갯길,0.3
서울특별시 광진구,용마산로28다길,37.5675115,127.0886516,37.5677357,127.089679,구도,고갯길,0.1
서울특별시 성북구,성북로,37.5897035,127.0062951,37.5922305,127.0074341,구도,고갯길,0.34
서울특별시 광진구,용마산로33길,37.5700477,127.0857001,37.5703224,127.0851081,구도,고갯길,0.8
경상남도 의령군 안전건설국 건설과,지방도907호선,35.4990727,128.2717029,35.5002093,128.2826199,지방도,산악지대,1.7
서울특별시 성북구,아리랑로,37.5978307,127.0151531,37.5982253,127.0156183,구도,고갯길,0.05
서울특별시 성북구,삼선푸르지오 고개,37.5829816,127.0144604,37.5845923,127.0135362,구도,고갯길,0.2
서울특별시 성북구,종로구계간 고개,37.5946253,126.99096,37.591216,126.9901353,구도,고갯길,0.85
서울특별시 성북구,동방고개 ,37.6130551,127.0380986,37.6143817,127.0400237,구도,고갯길,1.1
서울특별시 성북구,미아사거리 차도,37.6141556,127.0533712,37.6125731,127.0550056,시도,기타,0.2
서울특별시 성북구,늘푸른길 고개,37.5864708,127.0251854,37.5942252,127.0251052,구도,고갯길,0.7
서울특별시 성북구,고대병원 앞 고개,37.5863051,127.023943,37.5861467,127.0290484,시도,고갯길,0.75
충청북도 충주시,군도15호선(앙성),37.0930579,127.8021808,37.114563,127.8041615,군도,급경사,3.8
제주특별자치도 제주시,마을안길,33.5514565,126.7986454,33.556266,126.7949655,지방도,기타,1
서울특별시 성북구,청수장 고개,37.6155206,127.0055305,37.6179428,126.9983311,시도,고갯길,1.2
서울특별시 중랑구,용마산로,37.601605,127.100502,37.605229,127.100827,시도,지하차도,0.4
서울특별시 성북구,솔샘길 고개,37.6129993,127.0074442,37.6169302,127.008152,시도,고갯길,0.5
서울특별시 성북구,북악터널 고개,37.6089522,126.9993842,37.6118913,126.9912853,시도,고갯길,0.9
